id,texto,publico,macronarrativa,pauta,tipo,forca,base,despersonalizado,origem_lista,duplicado_de,link,alerta,pagina,id_documento
D10-TR-097,"Um território promissor é transformar representação em protagonismo: não apenas ""alguém fala por você"", mas ""sua experiência conta, sua escolha pesa, sua voz ajuda a garantir direitos e abrir futuro"".",mulheres beneficiárias,engajamento cívico,*representação política,funciona,,restrita,não,não,,,,20,D10
D10-TR-098,"Essas mulheres já decidem, avaliam, comparam, cobram, compartilham informação e sabem onde a política chega ou falha.",mulheres beneficiárias,engajamento cívico,*participação cotidiana,achado,indício,restrita,não,não,,,,21,D10
D10-TR-099,A comunicação deve reconhecer essa autoridade sem cair em convocação eleitoral direta.,mulheres beneficiárias,engajamento cívico,*voto e direitos,funciona,,restrita,não,não,,,,21,D10
D10-TR-100,"O foco não é pedir adesão, mas mostrar que a participação pode ser ferramenta para proteger conquistas, exigir funcionamento e transformar experiência de vida em força coletiva.",mulheres beneficiárias,engajamento cívico,*participação cotidiana,funciona,,restrita,não,não,,,,21,D10
D10-TR-101,A política só se aproxima quando toca o cotidiano e ajuda a proteger direitos concretos.,mulheres beneficiárias,engajamento cívico,*participação cotidiana,funciona,,restrita,não,não,D10-TR-084,,,22,D10
D10-TR-102,"Representação, pertencimento e identificação são isotopias recorrentes: o engajamento se ativa quando há sensação de que alguém fala pela pessoa, a representa ou expressa valores reconhecíveis.",mulheres beneficiárias,engajamento cívico,*representação política,achado,indício,restrita,não,não,,,,22,D10
D10-TR-105,"Desconfiança, frustração e distância são isotopias recorrentes: o vínculo político é testado pela vida concreta, isto é, preço da comida, saúde dos filhos, acesso a direitos e promessa que não chega.",mulheres beneficiárias,engajamento cívico,*promessa e entrega,achado,indício,restrita,não,não,,,,22,D10
D10-TR-106,A cidadania pragmática e cotidiana estrutura as narrativas: a política se torna relevante quando passa a explicar o que melhora ou piora a vida da família.,mulheres beneficiárias,engajamento cívico,*cidadania pragmática,achado,indício,restrita,não,não,,,,22,D10
D10-TR-107,"Mercado, comida cara, remédio, terapia, benefício, escola, saúde, filhos, CRAS e atendimento são as figuras que traduzem o voto e a confiança política em experiência vivida.",mulheres beneficiárias,engajamento cívico,*cidadania pragmática,exemplo,,restrita,não,não,,,,22,D10
D10-TR-156,Dinheiro não é sobra nem consumo: é sustentação da vida.,mulheres beneficiárias,dinheiro no bolso,*orçamento doméstico,funciona,,restrita,não,não,,,,32,D10
D10-TR-157,"Dinheiro no bolso é lido pela régua da casa: comida, gás, luz, água, remédio, escola, transporte, cartão e contas do mês.",mulheres beneficiárias,dinheiro no bolso,*orçamento doméstico,achado,indício,restrita,não,não,,,,32,D10
D10-TR-158,"O programa de transferência de renda não gera sobra, mas organiza o orçamento, reduz risco e ajuda a planejar.",mulheres beneficiárias,dinheiro no bolso,*transferência de renda,achado,indício,restrita,sim,não,,,,32,D10
D10-TR-159,"O benefício pode funcionar como sobrevivência, como complemento ou como respiro, conforme a situação da casa.",mulheres beneficiárias,dinheiro no bolso,*transferência de renda,achado,indício,restrita,não,não,,,,32,D10
D10-TR-160,"A confiança depende de realismo: qualquer melhora convive com custo alto, imprevistos e baixa margem.",mulheres beneficiárias,dinheiro no bolso,custo de vida,achado,indício,restrita,não,não,,,,32,D10
D10-TR-161,"Nas redes, o dinheiro aparece pela falta: salário que some, conta que não fecha, dívida, inflação no mercado e sensação de perda de controle.",mulheres beneficiárias,dinheiro no bolso,inflação,achado,indício,restrita,não,não,,,,32,D10
D10-TR-162,"O benefício está em disputa na conversa digital: críticos falam em dependência, enquanto beneficiárias mostram que ajuda, mas não garante luxo nem resolve tudo.",mulheres beneficiárias,dinheiro no bolso,*estigma do benefício,achado,indício,restrita,não,não,,,,32,D10
D10-TR-163,"O alívio prometido pelo benefício esbarra em falhas de acesso, dúvidas de calendário, aplicativo instável, burocracia e custos extras.",mulheres beneficiárias,dinheiro no bolso,*burocracia e atendimento,achado,indício,restrita,não,não,,,,32,D10
D10-TR-164,"A comunicação deve falar menos de economia abstrata e mais de despesas concretas: compra, conta paga, gás reservado, remédio e filho atendido.",mulheres beneficiárias,dinheiro no bolso,*orçamento doméstico,funciona,,restrita,não,não,,,,32,D10
D10-TR-165,"Reposicionar a beneficiária como gestora legítima do orçamento é caminho promissor: ela sabe o que o dinheiro compra, onde falta e como priorizar.",mulheres beneficiárias,dinheiro no bolso,*estigma do benefício,funciona,,restrita,não,não,,,,32,D10
D10-TR-166,"Prometer menos ""dinheiro que resolve"" e mais dinheiro que ajuda a segurar, organizar e abrir margem para planejar.",mulheres beneficiárias,dinheiro no bolso,*orçamento doméstico,funciona,,restrita,não,não,D10-TR-022,,,32,D10
D10-TR-167,"A oportunidade é deslocar dinheiro no bolso para a ideia de poder fazer: organizar o mês, reduzir risco, escolher prioridades e recuperar alguma capacidade de planejar.",mulheres beneficiárias,dinheiro no bolso,*poder de agir,funciona,,restrita,não,não,,,,33,D10
D13-TR-001,"A vida financeira deste público é definida por instabilidade de renda e falta de tempo, o que exige maior assertividade na comunicação de benefícios.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,achado,indício,restrita,não,não,,,,8,D13
D13-TR-003,"Campanhas que sugerem que a situação está sendo resolvida de forma lenta e incremental incomodam, porque não propõem solução concreta e não reconhecem a realidade vivida.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,afasta,,restrita,não,não,,,,8,D13
D13-TR-005,Citar benefícios concretos tem aceitação maior do que falar em proteção ou cuidado do país.,mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,funciona,,restrita,não,não,,,,8,D13
D13-TR-006,"As políticas públicas integram o cotidiano sem serem lembradas espontaneamente, e a percepção dos benefícios é escassa ou pouco associada a um governo ou período específico.",mulheres de 2 a 5 salários mínimos,engajamento cívico,atribuição de políticas*,achado,indício,restrita,não,não,,,,8,D13
D13-TR-007,"As narrativas mais fortes partem da vida concreta: benefício acessível e claro, acesso garantido e programas já disseminados e conhecidos.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,funciona,,restrita,não,não,,,,8,D13
D13-TR-008,"Falar de segurança é delicado, sobretudo em violência contra a mulher, e mensagens que afirmam que o tema já está endereçado são pouco críveis.",mulheres de 2 a 5 salários mínimos,proteção da família,violência doméstica,afasta,,restrita,não,não,,,,8,D13
D13-TR-010,Melhorias e investimento em educação são perceptíveis e desejados.,mulheres de 2 a 5 salários mínimos,proteção da família,educação e permanência,achado,indício,restrita,não,não,,,,8,D13
D13-TR-013,"A gestão permanente da escassez produz uma carga mental constante e uma sensação de estar em dívida consigo mesma, com a família e sobretudo com os filhos.",mulheres de 2 a 5 salários mínimos,proteção da família,carga mental*,achado,indício,restrita,não,não,D13-TR-002,,,12,D13
D13-TR-014,"A comunicação política institucional soa distante, genérica ou manipuladora com frequência, mesmo quando o conteúdo da política pública é aprovado.",mulheres de 2 a 5 salários mínimos,engajamento cívico,atribuição de políticas*,afasta,,restrita,não,não,,,,12,D13
D13-TR-015,"A temática do dinheiro é vulnerável ao efeito ""migalha"": qualquer exagero ou pedido explícito de voto transforma alívio em propaganda.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,afasta,,restrita,não,não,,,,12,D13
D13-TR-016,"A maternidade é um eixo que orienta e dificulta a vida prática, misturando casa, trabalho, escola, saúde, alimentação e proteção dos filhos numa mesma carga mental.",mulheres de 2 a 5 salários mínimos,proteção da família,carga mental*,achado,indício,restrita,não,não,,,,12,D13
D13-TR-017,Narrativas que falam de cuidado sem reconhecer a sobrecarga materna têm baixa credibilidade.,mulheres de 2 a 5 salários mínimos,proteção da família,carga mental*,afasta,,restrita,não,não,,,,12,D13
D13-TR-018,"A percepção econômica é doméstica e concreta, com pouca ou nenhuma sensação de melhoria e com orçamento percebido como cada vez mais apertado.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,achado,indício,restrita,não,não,,,,12,D13
D13-TR-019,Os preços da alimentação são fonte específica de insatisfação e angústia.,mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,achado,indício,restrita,não,não,,,,12,D13
D13-TR-022,"O custo de vida funciona como critério soberano: sem sobra no fim do mês, outros avanços dificilmente se convertem em sensação geral de melhora.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,achado,indício,restrita,não,não,,,,12,D13
D13-TR-024,"A régua real de avaliação é mês que fecha, comida garantida, filho protegido, previsibilidade e sensação clara de melhora.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,achado,indício,restrita,não,não,,,,12,D13
D13-TR-026,"A vida cotidiana não é apenas corrida: é sustentada por uma capacidade constante de administrar simultaneidades e de encontrar solução quando a rotina sai do eixo, como perda de emprego ou familiar doente.",mulheres de 2 a 5 salários mínimos,proteção da família,carga mental*,achado,indício,restrita,não,não,,,,13,D13
D13-TR-028,A falta de rede de apoio transforma qualquer imprevisto em crise de organização.,mulheres de 2 a 5 salários mínimos,proteção da família,rede de apoio*,achado,indício,restrita,não,não,,,,13,D13
D13-TR-030,A maternidade é vivida como responsabilidade principal mesmo quando há companheiro ou família por perto.,mulheres de 2 a 5 salários mínimos,proteção da família,carga mental*,achado,indício,restrita,não,não,,,,13,D13
D13-TR-031,Existe uma régua específica para avaliar cuidado público: uma política só é percebida como útil quando facilita a vida de quem cuida.,mulheres de 2 a 5 salários mínimos,proteção da família,creche e escola integral,achado,indício,restrita,não,não,,,,13,D13
D13-TR-032,"O cansaço relatado não é apenas físico, mas mental, porque envolve antecipar problemas, calcular dinheiro, organizar horários, proteger os filhos e manter a casa funcionando.",mulheres de 2 a 5 salários mínimos,proteção da família,carga mental*,achado,indício,restrita,não,não,,,,13,D13
D13-TR-033,Mensagens que reconhecem apenas dificuldade financeira podem parecer incompletas diante de um cansaço que é também mental.,mulheres de 2 a 5 salários mínimos,dinheiro no bolso,carga mental*,afasta,,restrita,não,não,,,,13,D13
D13-TR-034,"Aumenta o salário, aumenta tudo. Então dá no mesmo.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,salário mínimo,verbatim,,restrita,não,não,,,,13,D13
D13-TR-036,A baixa ou inexistente lembrança espontânea do Programa Acredita evidencia distância entre a política pública e sua apropriação pelas potenciais beneficiárias.,pequenas empreendedoras,dinheiro no bolso,crédito produtivo*,achado,indício,restrita,não,não,,,,15,D13
D13-TR-037,"Há interesse imediato pela proposta de crédito, mas sem capacidade de identificar o programa, avaliar se há direito ou por onde começar.",pequenas empreendedoras,dinheiro no bolso,crédito produtivo*,achado,indício,restrita,não,não,,,,15,D13
D13-TR-038,"Os caminhos de informação sobre benefícios são pouco estruturados: diante de uma novidade, a tendência é recorrer a busca na internet, a amigas e a grupos de conhecidos.",mulheres de 2 a 5 salários mínimos,engajamento cívico,informação sobre direitos*,achado,indício,restrita,não,não,,,,15,D13
D13-TR-039,"Essa circulação informal de informação gera interesse, mas também produz dúvida, informação incompleta e desconfiança.",mulheres de 2 a 5 salários mínimos,engajamento cívico,informação sobre direitos*,achado,indício,restrita,não,não,,,,15,D13
D13-TR-040,"A combinação de juros mais baixos e ausência de garantia responde a barreiras reais e desperta interesse, ainda que se saiba pouco sobre a possibilidade desse acesso.",pequenas empreendedoras,dinheiro no bolso,crédito produtivo*,achado,indício,restrita,sim,não,,,,15,D13
D13-TR-048,"Em ambos os regimes, a falta de rede de apoio transforma qualquer imprevisto em crise, seja consulta médica, filho doente ou encomenda atrasada.",mulheres de 2 a 5 salários mínimos,proteção da família,rede de apoio*,achado,indício,restrita,não,não,D13-TR-028,,,17,D13
D13-TR-049,"Sem reconhecer a ausência de rede de apoio, qualquer comunicação sobre cuidado soa distante de quem já resolve tudo sozinha.",mulheres de 2 a 5 salários mínimos,proteção da família,rede de apoio*,afasta,,restrita,não,não,,,,17,D13
D13-TR-065,"Crédito com juros menores chama atenção, mas exige prova operacional: taxa, critérios, valores, finalidade e forma de acesso, sob risco de parecer bom demais para ser verdade.",pequenas empreendedoras,dinheiro no bolso,crédito produtivo*,achado,indício,restrita,não,não,,,,19,D13
D13-TR-067,Resolver sozinha tem se tornado estratégia informal diante da ausência das instituições.,mulheres de 2 a 5 salários mínimos,engajamento cívico,individualismo e desconfiança*,achado,indício,restrita,não,não,,,,20,D13
D13-TR-068,"Diante da descrença de que o Estado responde às suas necessidades, a autoestima e a agência política migram do coletivo para o indivíduo.",mulheres de 2 a 5 salários mínimos,engajamento cívico,individualismo e desconfiança*,achado,indício,restrita,não,não,,,,21,D13
D13-TR-069,"Passa-se de ""ninguém vai fazer por mim"" para uma posição ativa de tomar as rédeas.",mulheres de 2 a 5 salários mínimos,engajamento cívico,individualismo e desconfiança*,achado,indício,restrita,não,não,,,,21,D13
D13-TR-070,"O fenômeno aparece com força tanto na relação com o governo quanto na relação com a informação sobre benefícios, direitos e crédito: quem não busca sozinha dificilmente tem acesso.",mulheres de 2 a 5 salários mínimos,engajamento cívico,informação sobre direitos*,achado,indício,restrita,não,não,,,,21,D13
D13-TR-071,"Esse individualismo é ambivalente: parece empoderar pela autonomia e pelo orgulho de se virar sozinha, mas naturaliza a ausência de proteção institucional e reafirma a descrença no sistema.",mulheres de 2 a 5 salários mínimos,engajamento cívico,individualismo e desconfiança*,achado,indício,restrita,não,não,,,,21,D13
D13-TR-073,"Se a gente não correr atrás, ficar esperando o tempo todo do governo, infelizmente não vai para lugar nenhum.",mulheres de 2 a 5 salários mínimos,engajamento cívico,individualismo e desconfiança*,verbatim,,restrita,não,não,,,,21,D13
D13-TR-074,"Entre os participantes deste estudo, a Farmácia Popular aparece espontaneamente nos três grupos que trataram do tema, sempre como algo já incorporado à rotina.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,farmácia popular,achado,forte,restrita,não,não,,,,23,D13
D13-TR-075,"O acesso citado inclui remédio de pressão, diabetes, asma, insulina, absorventes e fraldas geriátricas.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,farmácia popular,contexto,,restrita,não,sim,,,,23,D13
D13-TR-076,"A força da Farmácia Popular está na universalidade percebida: acesso descrito como simples, sem burocracia e igual independentemente de renda ou classe social.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,farmácia popular,funciona,,restrita,não,não,,,,23,D13
D13-TR-077,"Minha Casa Minha Vida é conhecido por todas, mas nenhuma participante relatou acesso direto, apenas conhecidos ou parentes que conseguiram, sem entendimento claro do critério.",mulheres de 2 a 5 salários mínimos,proteção da família,moradia,achado,forte,restrita,não,não,,,,23,D13
D13-TR-078,"Programas habitacionais de longa duração são incorporados ao imaginário como se sempre tivessem existido, nem sempre associados à gestão que os criou.",mulheres de 2 a 5 salários mínimos,engajamento cívico,atribuição de políticas*,achado,indício,restrita,sim,não,,,,23,D13
D13-TR-079,"O processo de inscrição para o benefício habitacional é descrito como opaco: não se sabe quando abre, qual o critério de prioridade nem como acompanhar o andamento.",mulheres de 2 a 5 salários mínimos,proteção da família,moradia,achado,indício,restrita,não,não,,,,23,D13
D13-TR-080,A informação sobre o benefício habitacional chega por boca a boca e é percebida como sempre tardia.,mulheres de 2 a 5 salários mínimos,proteção da família,moradia,achado,indício,restrita,não,não,,,,23,D13
D13-TR-081,"A suspeita sobre o critério de seleção habitacional aparece de forma independente em dois grupos distintos, sempre na direção de percebê-lo como arbitrário e mal comunicado.",mulheres de 2 a 5 salários mínimos,proteção da família,moradia,achado,indício,restrita,não,não,,,,23,D13
D13-TR-082,"Eu nunca consegui (minha casa minha vida), porque eu nunca sei quando que abre as inscrições. Quando eu sei, já está tendo sorteio.",mulheres de 2 a 5 salários mínimos,proteção da família,moradia,verbatim,,restrita,não,não,,,,23,D13
D13-TR-083,Creche e escola em tempo integral é a política mais associada à autonomia da mulher para trabalhar.,mulheres de 2 a 5 salários mínimos,proteção da família,creche e escola integral,achado,indício,restrita,não,não,,,,24,D13
D13-TR-084,"O horário real da escola integral nem sempre cobre a jornada de quem precisa, o que gera desconforto e necessidade de outras redes de apoio.",mulheres de 2 a 5 salários mínimos,proteção da família,creche e escola integral,achado,indício,restrita,não,não,,,,24,D13
D13-TR-085,A melhora recente na infraestrutura e no modelo de tempo integral é reconhecida espontaneamente e associada a resultados concretos como a alfabetização das crianças.,mulheres de 2 a 5 salários mínimos,proteção da família,creche e escola integral,achado,indício,restrita,não,não,,,,24,D13
D13-TR-086,"O horário chamado de integral frequentemente cobre poucas horas e não fecha com uma jornada de trabalho completa, sobretudo para quem não tem rede de apoio.",mulheres de 2 a 5 salários mínimos,proteção da família,creche e escola integral,achado,indício,restrita,não,não,,,,24,D13
D13-TR-087,"A falta de vagas é barreira concreta e recorrente, com filas de espera e cortes de programas complementares sem substituto claro.",mulheres de 2 a 5 salários mínimos,proteção da família,creche e escola integral,achado,forte,restrita,não,não,,,,24,D13
D13-TR-088,"Entre os participantes deste estudo, há consenso de que vaga e estrutura física não bastam: a política só cumpre sua promessa de autonomia quando garante também profissionais formados e capazes de lidar com a diversidade de realidades das crianças.",mulheres de 2 a 5 salários mínimos,proteção da família,creche e escola integral,achado,forte,restrita,não,não,,,,24,D13
D13-TR-089,"Não tem mãe que consiga fazer esse horário de trabalho e ainda sem rede de apoio, para ter que levar, buscar.",mulheres de 2 a 5 salários mínimos,proteção da família,creche e escola integral,verbatim,,restrita,não,não,,,,24,D13
D13-TR-090,Uma comunicação percebida como simples e humanizada gera identificação mesmo entre quem não apoia politicamente o emissor.,mulheres de 2 a 5 salários mínimos,engajamento cívico,atribuição de políticas*,funciona,,restrita,sim,não,,,,25,D13
D13-TR-093,A defasagem do salário mínimo frente à inflação é fonte recorrente de frustração.,mulheres de 2 a 5 salários mínimos,dinheiro no bolso,salário mínimo,achado,forte,restrita,sim,não,,,,25,D13
D13-TR-094,É recorrente a crítica de que promessas aparecem apenas em época de eleição e depois se dissolvem.,mulheres de 2 a 5 salários mínimos,engajamento cívico,individualismo e desconfiança*,achado,forte,restrita,sim,não,,,,25,D13
D13-TR-103,"As participantes reconhecem e usam programas públicos concretos, mas têm dificuldade real em atribuí-los a um governo, gestão ou nível de poder específico.",mulheres de 2 a 5 salários mínimos,engajamento cívico,atribuição de políticas*,achado,indício,restrita,não,não,,,,26,D13
D13-TR-104,"Os programas citados espontaneamente incluem Bolsa Família, farmácia popular, tarifa zero, Minha Casa Minha Vida, benefícios do MEI e licença-maternidade via MEI.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,atribuição de políticas*,contexto,,restrita,não,sim,,,,26,D13
D13-TR-105,A informação sobre a origem política dos benefícios raramente chega ou é retida de forma direta ou didática.,mulheres de 2 a 5 salários mínimos,engajamento cívico,atribuição de políticas*,achado,indício,restrita,não,não,,,,26,D13
D13-TR-106,"Os benefícios em si são valorizados e descritos em detalhe, incluindo valores, regras e forma de acesso.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,informação sobre direitos*,achado,indício,restrita,não,não,,,,26,D13
D13-TR-107,"O problema está na conexão entre política pública e responsabilidade política, que aparece nebulosa mesmo entre participantes engajadas.",mulheres de 2 a 5 salários mínimos,engajamento cívico,atribuição de políticas*,achado,indício,restrita,não,não,,,,26,D13
D13-TR-108,"Eu não paro para pensar essa associação de programas com governo, porque isso, no meu dia a dia, eu pouco paro para pensar.",mulheres de 2 a 5 salários mínimos,engajamento cívico,atribuição de políticas*,verbatim,,restrita,não,não,,,,26,D13
D13-TR-111,"Dinheiro no bolso é desejável, mas distante, e quando pouco palpável torna-se intangível e ilusório.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,achado,indício,restrita,não,sim,,,,28,D13
D13-TR-112,"O território de dinheiro no bolso tem potencial médio: ainda que desejável, não engaja tanto quanto se esperaria.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,achado,indício,restrita,não,sim,,,,28,D13
D13-TR-116,"O medo de violência é universal e visceral, mas a narrativa institucional de leis e medidas protetivas é vista com ceticismo por soar como afirmação sem prova.",mulheres de 2 a 5 salários mínimos,proteção da família,violência doméstica,achado,indício,restrita,não,sim,,,,28,D13
D13-TR-117,O medo e a questão da segurança pública predominam e são transversais.,mulheres de 2 a 5 salários mínimos,proteção da família,segurança pública,achado,forte,restrita,não,sim,,,,28,D13
D13-TR-118,"O território de proteção da família tem potencial alto, mas apenas se a mensagem trocar ""existe uma lei"" por ""isso mudou na prática"", com a mudança sendo de fato perceptível.",mulheres de 2 a 5 salários mínimos,proteção da família,violência doméstica,funciona,,restrita,não,sim,,,,28,D13
D13-TR-119,"Entre os participantes deste estudo, o orgulho pelo país é a macronarrativa mais transversal, atravessando inclusive o público mais cético e as mais desengajadas.",mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,achado,forte,restrita,não,sim,,,,28,D13
D13-TR-120,"O território de pertencimento nacional tem potencial muito alto e mais uniforme entre os quatro segmentos, sendo o gancho emocional mais seguro do conjunto quando associado a acolhimento, alegria e força.",mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,funciona,,restrita,não,sim,,,,28,D13
D13-TR-121,"O engajamento funciona quando fala de escolha, na chave de ""você decide"".",mulheres de 2 a 5 salários mínimos,engajamento cívico,representação política feminina*,funciona,,restrita,não,sim,,,,28,D13
D13-TR-122,"O engajamento fracassa quando soa como obrigação, na chave de ""seu voto é seu cuidado"".",mulheres de 2 a 5 salários mínimos,engajamento cívico,representação política feminina*,afasta,,restrita,não,sim,,,,28,D13
D13-TR-123,"A autoestima política aparece quando a mulher é reconhecida como quem sabe avaliar a própria realidade, e arrefece quando o discurso soa distante de quem vive a rotina.",mulheres de 2 a 5 salários mínimos,engajamento cívico,representação política feminina*,achado,indício,restrita,não,sim,,,,28,D13
D13-TR-124,"Uma formulação que valoriza a capacidade de mulheres comuns é muito bem recebida, ainda que o crédito não seja atribuído a quem a formulou.",mulheres de 2 a 5 salários mínimos,engajamento cívico,representação política feminina*,funciona,,restrita,sim,sim,,,,28,D13
D13-TR-125,"O território de engajamento cívico tem potencial médio e condicionado ao enquadramento: escolha e reconhecimento da própria experiência funcionam, obrigação e tom de cima para baixo não.",mulheres de 2 a 5 salários mínimos,engajamento cívico,representação política feminina*,funciona,,restrita,não,sim,,,,28,D13
D13-TR-126,"Embora se alegue haver noção clara de antes e depois nas decisões políticas, há pouca percepção efetiva de contraste entre períodos específicos de tempo.",mulheres de 2 a 5 salários mínimos,engajamento cívico,memória e pandemia*,achado,indício,restrita,não,sim,,,,28,D13
D13-TR-127,"Entre os participantes deste estudo, sabe-se quase unanimemente que o presente é pior.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,achado,forte,restrita,não,sim,,,,28,D13
D13-TR-128,"O território de comparação temporal tem potencial médio-baixo, dada a percepção imprecisa e a necessidade de resultados perceptíveis no presente.",mulheres de 2 a 5 salários mínimos,engajamento cívico,memória e pandemia*,achado,indício,restrita,não,sim,,,,28,D13
D13-TR-129,"Há pouco ou nenhum conhecimento sobre as responsabilidades e o funcionamento do Senado, percebido como universo opaco e distante.",mulheres de 2 a 5 salários mínimos,engajamento cívico,funcionamento do legislativo*,achado,indício,restrita,não,sim,,,,28,D13
D13-TR-130,"A menção direta a salário, escala de trabalho e direitos chama a atenção e mobiliza mesmo diante do desconhecimento sobre o Legislativo.",mulheres de 2 a 5 salários mínimos,engajamento cívico,funcionamento do legislativo*,funciona,,restrita,não,sim,,,,28,D13
D13-TR-131,"O território de responsabilização legislativa tem potencial baixo, podendo ser mais alto a partir de exemplos diretos e práticos que aproximem da importância da função.",mulheres de 2 a 5 salários mínimos,engajamento cívico,funcionamento do legislativo*,funciona,,restrita,não,sim,,,,28,D13
D13-TR-132,"A noção de dinheiro no bolso é recebida com ceticismo generalizado e tratada como aspiração distante, nunca como realidade vivida.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,achado,forte,restrita,não,não,D13-TR-111,,,29,D13
D13-TR-133,é um sonho distante,mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,verbatim,,restrita,não,não,,,,29,D13
D13-TR-134,dinheiro no bolso só existe se o bolso estiver furado,mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,verbatim,,restrita,não,não,,,,29,D13
D13-TR-135,"O dinheiro nunca permanece, sendo sempre consumido por imprevistos como adoecimento de alguém da família ou quebra de algo em casa.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,achado,indício,restrita,não,não,,,,29,D13
D13-TR-136,"É recorrente e transversal a equação tempo igual a dinheiro: parar de trabalhar para cuidar de filho, descansar ou por adoecimento é sentido como perda financeira direta.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,jornada de trabalho,achado,forte,restrita,não,não,,,,29,D13
D13-TR-138,"Entre microempreendedoras, a narrativa de dinheiro no bolso se mistura à instabilidade de renda e à falta de garantias fixas.",pequenas empreendedoras,dinheiro no bolso,MEI,achado,indício,restrita,não,não,,,,29,D13
D13-TR-139,"Entre quem tem vínculo formal, a crítica recai sobre a defasagem do salário mínimo frente à inflação e ao custo de vida.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,salário mínimo,achado,indício,restrita,não,não,,,,29,D13
D13-TR-141,"Para quem trabalha por conta própria o problema é a instabilidade; para quem tem vínculo formal, a insuficiência do valor fixo.",mulheres de 2 a 5 salários mínimos,dinheiro no bolso,custo de vida,achado,indício,restrita,não,não,,,,29,D13
D13-TR-142,A isenção do imposto de renda mexe com a gente. Mostra que sabem quais são as nossas preocupações de verdade.,pequenas empreendedoras,dinheiro no bolso,custo de vida,verbatim,,restrita,não,não,,,,29,D13
D13-TR-156,"A proteção da família é entendida como conjunto multifacetado, e não como problema com resposta única.",mulheres de 2 a 5 salários mínimos,proteção da família,segurança pública,achado,indício,restrita,não,não,,,,31,D13
D13-TR-170,"Entre os participantes deste estudo, mesmo diante de pessimismo generalizado, o sentimento de brasilidade é predominantemente positivo, ancorado em cultura, acolhimento e resiliência.",mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,achado,forte,restrita,não,não,,,,32,D13
D13-TR-171,"O orgulho nacional se sustenta na resiliência individual e de pequenos coletivos, não na confiança nas instituições.",mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,achado,indício,restrita,não,não,,,,32,D13
D13-TR-172,"A formulação de que mulheres comuns fazem coisas extraordinárias ressoa de forma consistente, mesmo sem autoria conhecida.",mulheres de 2 a 5 salários mínimos,brasil soberano,representação política feminina*,funciona,,restrita,não,não,D13-TR-124,,,32,D13
D13-TR-173,"Há crítica interna relevante contra romantizar a sobrecarga feminina, com distinção explícita entre força e exaustão normalizada.",mulheres de 2 a 5 salários mínimos,brasil soberano,carga mental*,afasta,,restrita,não,não,,,,32,D13
D13-TR-174,O estigma do jeitinho brasileiro como justificativa para desonestidade é ponto de desconforto na autoimagem nacional.,mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,achado,indício,restrita,não,sim,,,,32,D13
D13-TR-175,A associação do brasileiro a preguiçoso é rejeitada com força.,mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,achado,indício,restrita,não,sim,,,,32,D13
D13-TR-176,Referências externas pejorativas em contexto internacional são ponto de desconforto na autoimagem nacional.,mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,achado,indício,restrita,não,sim,,,,32,D13
D13-TR-177,O aumento da violência contra a mulher é lido como mancha na autoimagem coletiva do país.,mulheres de 2 a 5 salários mínimos,brasil soberano,violência doméstica,achado,indício,restrita,não,sim,,,,32,D13
D13-TR-178,O orgulho regional nordestino e baiano aparece como camada adicional de identidade e alegria.,mulheres de 2 a 5 salários mínimos,brasil soberano,orgulho nacional*,achado,indício,restrita,não,não,,,,32,D13
